1,"{symptom_list_str}"
2,"{symptom_list_str}"
3,"{symptom_list_str}"
4,"{symptom_list_str}"
5,"{symptom_list_str}"
6,"{symptom_list_str}"
7,"{symptom_list_str}"
8,"{symptom_list_str}"
9,"{symptom_list_str}"
10,"{symptom_list_str}"
11,"{symptom_list_str}"
12,"{symptom_list_str}"
13,"{symptom_list_str}"
14,"{symptom_list_str}"
15,"{symptom_list_str}"
16,"{symptom_list_str}"
17,"{symptom_list_str}"
18,"{symptom_list_str}"
19,"{symptom_list_str}"
20,"{symptom_list_str}"
21,"{symptom_list_str}"
22,"{symptom_list_str}"
23,"{symptom_list_str}"
24,"{symptom_list_str}"
25,"{symptom_list_str}"
26,"{symptom_list_str}"
27,"{symptom_list_str}"
28,"{symptom_list_str}"
29,"{symptom_list_str}"
30,"{symptom_list_str}"
31,"{symptom_list_str}"
32,"{symptom_list_str}"
33,"{symptom_list_str}"
34,"{symptom_list_str}"
35,"{symptom_list_str}"
36,"{symptom_list_str}"
37,"{symptom_list_str}"
38,"{symptom_list_str}"
39,"{symptom_list_str}"
40,"{symptom_list_str}"
41,"{symptom_list_str}"
42,"{symptom_list_str}"
43,"{symptom_list_str}"
44,"{symptom_list_str}"
45,"{symptom_list_str}"
46,"{symptom_list_str}"
47,"{symptom_list_str}"
48,"{symptom_list_str}"
49,"{symptom_list_str}"
50,"{symptom_list_str}"
