# Symptoms, # cases, Pct. Top Diagnosis Accurate, Pct. Top 3 Diagnosis Accurate, Pct. Top 5 Diagnosis Accurate
4, 2, 100.0, 100.0, 100.0
5, 1, 0.0, 0.0, 0.0
6, 10, 40.0, 80.0, 90.0
7, 36, 72.22222222222221, 94.44444444444444, 97.22222222222221
8, 74, 85.13513513513513, 91.8918918918919, 97.2972972972973
9, 137, 83.94160583941606, 94.16058394160584, 95.62043795620438
10, 176, 89.77272727272727, 97.72727272727273, 98.29545454545455
11, 179, 91.62011173184358, 95.53072625698324, 97.76536312849163
12, 143, 89.5104895104895, 97.2027972027972, 99.3006993006993
13, 118, 91.52542372881356, 100.0, 100.0
14, 71, 98.59154929577466, 100.0, 100.0
15, 25, 96.0, 100.0, 100.0
16, 17, 94.11764705882352, 100.0, 100.0
17, 7, 100.0, 100.0, 100.0
18, 1, 100.0, 100.0, 100.0
19, 1, 100.0, 100.0, 100.0
